isco08,Berufshauptgruppe,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,fo_probability,fo_computerisation
1341,1,0.75,0.75,0.75,0.72,0.75,0.75,0.69,0.72,0.75,0.72,0.69,0.72,0.66,0.63,0.66,0.6,0.69,0.72,0.53,0.53,0.22,0.13,0.19,0.16,0.0,0.0,0.0,0.53,0.53,0.47,0.13,0.13,0.25,0.0,0.22,0.75,0.75,0.5,0.72,0.75,0.56,0.63,0.72,0.6,0.53,0.72,0.75,0.72,0.69,0.78,0.53,0.47,0.35,0.53,0.28,0.47,0.19,0.44,0.25,0.31,0.22,0.22,0.25,0.19,0.22,0.16,0.41,0.22,0.22,0.25,0.0,0.25,0.13,0.44,0.16,0.1,0.19,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0
1345,1,0.81,0.85,0.85,0.81,0.81,0.75,0.72,0.75,0.75,0.78,0.78,0.72,0.81,0.72,0.66,0.6,0.75,0.72,0.6,0.72,0.31,0.19,0.19,0.19,0.0,0.03,0.0,0.6,0.53,0.53,0.03,0.19,0.47,0.0,0.16,0.85,0.85,0.47,0.81,0.81,0.69,0.72,0.78,0.66,0.5,0.78,0.81,0.78,0.72,0.81,0.72,0.5,0.44,0.53,0.28,0.53,0.19,0.47,0.13,0.31,0.19,0.16,0.19,0.16,0.03,0.19,0.44,0.22,0.22,0.25,0.0,0.22,0.16,0.47,0.19,0.0,0.22,0.0,0.53,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0.0,0.0046,0
8212,8,0.56,0.47,0.5,0.41,0.5,0.53,0.47,0.41,0.5,0.53,0.47,0.38,0.28,0.41,0.28,0.28,0.31,0.31,0.35,0.31,0.16,0.22,0.53,0.19,0.31,0.31,0.28,0.13,0.19,0.28,0.47,0.06,0.47,0.31,0.38,0.53,0.63,0.25,0.47,0.53,0.28,0.75,0.5,0.41,0.47,0.5,0.5,0.53,0.56,0.44,0.47,0.28,0.53,0.44,0.44,0.38,0.19,0.28,0.6,0.38,0.22,0.31,0.69,0.16,0.6,0.5,0.47,0.22,0.44,0.5,0.03,0.31,0.03,0.25,0.28,0.5,0.31,0.0,0.25,0.03,0.0,0.28,0.31,0.25,0.1,0.13,0.16,0.95,1
3118,3,0.6,0.56,0.66,0.47,0.63,0.5,0.53,0.6,0.5,0.63,0.63,0.44,0.41,0.56,0.38,0.41,0.38,0.44,0.47,0.47,0.41,0.22,0.31,0.31,0.06,0.16,0.06,0.22,0.22,0.44,0.13,0.28,0.47,0.03,0.35,0.66,0.72,0.41,0.56,0.75,0.47,0.72,0.6,0.47,0.47,0.63,0.56,0.56,0.6,0.66,0.53,0.35,0.66,0.38,0.25,0.5,0.0,0.47,0.31,0.31,0.16,0.03,0.38,0.0,0.35,0.06,0.47,0.03,0.03,0.41,0.06,0.25,0.03,0.47,0.31,0.28,0.28,0.03,0.5,0.03,0.03,0.06,0.03,0.06,0.03,0.1,0.03,0.68,1
2151,2,0.75,0.72,0.72,0.5,0.75,0.63,0.5,0.72,0.56,0.56,0.78,0.5,0.5,0.72,0.44,0.47,0.5,0.44,0.56,0.56,0.53,0.5,0.47,0.31,0.25,0.28,0.0,0.35,0.31,0.6,0.1,0.28,0.5,0.25,0.44,0.75,0.75,0.44,0.56,0.78,0.56,0.69,0.75,0.56,0.53,0.66,0.75,0.75,0.72,0.78,0.72,0.47,0.53,0.5,0.19,0.5,0.0,0.28,0.25,0.28,0.13,0.1,0.28,0.0,0.28,0.0,0.53,0.0,0.0,0.44,0.0,0.28,0.0,0.6,0.16,0.28,0.25,0.0,0.63,0.0,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.1,0
7413,7,0.5,0.47,0.6,0.44,0.53,0.56,0.5,0.53,0.53,0.53,0.38,0.38,0.44,0.5,0.25,0.41,0.47,0.41,0.53,0.47,0.22,0.19,0.56,0.22,0.5,0.41,0.5,0.13,0.16,0.25,0.56,0.06,0.53,0.53,0.6,0.5,0.66,0.28,0.5,0.47,0.38,0.75,0.75,0.44,0.5,0.5,0.69,0.63,0.66,0.41,0.5,0.44,0.53,0.6,0.53,0.53,0.47,0.38,0.75,0.44,0.35,0.53,0.66,0.53,0.66,0.75,0.5,0.53,0.53,0.5,0.41,0.44,0.16,0.25,0.25,0.69,0.5,0.19,0.25,0.19,0.28,0.5,0.53,0.53,0.25,0.47,0.22,0.003,0
7411,7,0.53,0.6,0.6,0.47,0.6,0.53,0.5,0.53,0.53,0.56,0.5,0.5,0.5,0.56,0.31,0.5,0.47,0.5,0.5,0.47,0.44,0.25,0.53,0.28,0.5,0.5,0.56,0.35,0.35,0.5,0.5,0.0,0.56,0.63,0.75,0.6,0.69,0.47,0.5,0.6,0.47,0.75,0.75,0.5,0.53,0.5,0.72,0.72,0.69,0.5,0.56,0.47,0.6,0.56,0.6,0.56,0.47,0.44,0.66,0.47,0.38,0.63,0.69,0.5,0.56,0.5,0.5,0.44,0.44,0.66,0.31,0.41,0.31,0.5,0.44,0.53,0.5,0.06,0.5,0.25,0.25,0.25,0.47,0.41,0.25,0.28,0.31,0.15,0
3113,3,0.56,0.53,0.53,0.47,0.66,0.69,0.5,0.56,0.5,0.6,0.53,0.47,0.47,0.53,0.25,0.25,0.44,0.31,0.53,0.53,0.31,0.44,0.75,0.28,0.53,0.53,0.53,0.19,0.25,0.47,0.63,0.38,0.66,0.69,0.72,0.53,0.6,0.44,0.5,0.56,0.5,0.72,0.69,0.5,0.53,0.5,0.69,0.69,0.69,0.56,0.53,0.5,0.53,0.63,0.41,0.53,0.25,0.53,0.69,0.53,0.22,0.28,0.69,0.22,0.63,0.5,0.63,0.22,0.38,0.6,0.22,0.53,0.16,0.5,0.28,0.75,0.41,0.0,0.5,0.16,0.22,0.41,0.5,0.38,0.25,0.28,0.19,0.81,1
2341,2,0.75,0.81,0.75,0.72,0.75,0.72,0.63,0.56,0.72,0.69,0.72,0.81,0.78,0.69,0.5,0.5,0.44,0.66,0.53,0.53,0.25,0.28,0.19,0.19,0.0,0.13,0.0,0.03,0.19,0.47,0.1,0.13,0.25,0.0,0.06,0.91,0.75,0.5,0.75,0.75,0.69,0.69,0.75,0.69,0.56,0.75,0.75,0.72,0.69,0.75,0.6,0.56,0.47,0.5,0.28,0.5,0.22,0.44,0.16,0.41,0.1,0.19,0.35,0.1,0.1,0.22,0.41,0.25,0.22,0.38,0.0,0.28,0.1,0.41,0.16,0.0,0.16,0.0,0.5,0.0,0.0,0.0,0.0,0.03,0.1,0.1,0.13,0.0044,0
2153,2,0.75,0.72,0.69,0.47,0.75,0.6,0.44,0.75,0.5,0.69,0.63,0.5,0.5,0.53,0.44,0.47,0.44,0.47,0.69,0.6,0.56,0.5,0.5,0.5,0.47,0.47,0.16,0.25,0.44,0.63,0.47,0.44,0.53,0.44,0.5,0.75,0.75,0.44,0.53,0.75,0.6,0.75,0.72,0.63,0.47,0.56,0.75,0.75,0.75,0.72,0.63,0.44,0.6,0.44,0.19,0.53,0.0,0.5,0.5,0.22,0.06,0.19,0.5,0.03,0.47,0.16,0.5,0.06,0.13,0.47,0.0,0.41,0.0,0.56,0.25,0.38,0.22,0.0,0.69,0.0,0.0,0.19,0.19,0.16,0.0,0.0,0.0,0.025,0
5163,5,0.5,0.72,0.69,0.53,0.53,0.5,0.53,0.47,0.5,0.5,0.53,0.41,0.28,0.5,0.35,0.31,0.44,0.53,0.28,0.28,0.25,0.41,0.44,0.22,0.13,0.16,0.0,0.25,0.25,0.25,0.28,0.06,0.31,0.13,0.25,0.6,0.66,0.25,0.56,0.5,0.35,0.75,0.66,0.44,0.47,0.6,0.56,0.53,0.56,0.5,0.44,0.35,0.53,0.47,0.5,0.44,0.25,0.25,0.6,0.28,0.22,0.31,0.5,0.25,0.53,0.47,0.35,0.25,0.47,0.5,0.25,0.28,0.13,0.25,0.25,0.5,0.38,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.16,0.37,0
2143,2,0.75,0.72,0.75,0.53,0.75,0.72,0.56,0.72,0.66,0.69,0.75,0.53,0.53,0.69,0.53,0.53,0.47,0.44,0.6,0.56,0.35,0.53,0.44,0.13,0.0,0.0,0.0,0.31,0.31,0.6,0.22,0.19,0.38,0.0,0.22,0.75,0.75,0.5,0.66,0.78,0.69,0.69,0.72,0.69,0.5,0.66,0.75,0.75,0.66,0.75,0.53,0.44,0.53,0.47,0.13,0.53,0.0,0.5,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.1,0.5,0.0,0.0,0.38,0.0,0.19,0.0,0.6,0.1,0.06,0.19,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.018,0
3119,3,0.72,0.6,0.72,0.5,0.72,0.6,0.53,0.53,0.5,0.56,0.53,0.47,0.5,0.69,0.47,0.47,0.5,0.44,0.5,0.47,0.44,0.6,0.5,0.25,0.35,0.38,0.0,0.28,0.35,0.5,0.47,0.28,0.53,0.35,0.44,0.72,0.72,0.44,0.69,0.75,0.5,0.69,0.72,0.5,0.53,0.53,0.75,0.75,0.72,0.53,0.66,0.47,0.47,0.5,0.31,0.5,0.25,0.44,0.5,0.31,0.25,0.25,0.5,0.25,0.47,0.44,0.5,0.28,0.31,0.47,0.25,0.31,0.1,0.5,0.25,0.5,0.44,0.0,0.5,0.25,0.28,0.25,0.31,0.25,0.25,0.25,0.25,0.0036,0
7316,7,0.53,0.5,0.5,0.44,0.5,0.53,0.44,0.41,0.38,0.47,0.31,0.31,0.31,0.35,0.25,0.28,0.28,0.31,0.25,0.25,0.22,0.03,0.53,0.28,0.41,0.31,0.0,0.22,0.22,0.25,0.5,0.16,0.5,0.28,0.41,0.56,0.6,0.28,0.53,0.5,0.41,0.72,0.53,0.5,0.56,0.53,0.5,0.5,0.5,0.41,0.5,0.28,0.53,0.44,0.41,0.44,0.25,0.25,0.69,0.25,0.25,0.31,0.56,0.28,0.56,0.47,0.47,0.28,0.31,0.44,0.13,0.31,0.13,0.25,0.25,0.69,0.38,0.0,0.25,0.13,0.13,0.41,0.38,0.28,0.13,0.16,0.0,0.92,1
3343,3,0.75,0.72,0.75,0.56,0.56,0.53,0.56,0.47,0.6,0.53,0.69,0.47,0.47,0.53,0.5,0.47,0.35,0.69,0.44,0.41,0.13,0.1,0.19,0.19,0.0,0.03,0.0,0.22,0.25,0.44,0.06,0.22,0.28,0.03,0.0,0.75,0.75,0.44,0.72,0.75,0.5,0.72,0.56,0.5,0.5,0.75,0.53,0.5,0.6,0.75,0.53,0.47,0.31,0.47,0.13,0.5,0.0,0.41,0.19,0.31,0.06,0.03,0.41,0.0,0.22,0.16,0.53,0.0,0.1,0.22,0.0,0.22,0.06,0.41,0.28,0.16,0.06,0.0,0.47,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.86,1
2264,2,0.75,0.75,0.75,0.69,0.75,0.69,0.5,0.66,0.53,0.69,0.72,0.75,0.56,0.56,0.5,0.5,0.47,0.69,0.53,0.53,0.31,0.47,0.28,0.25,0.06,0.19,0.06,0.13,0.16,0.47,0.25,0.22,0.28,0.03,0.25,0.78,0.75,0.41,0.75,0.75,0.53,0.6,0.78,0.53,0.5,0.75,0.75,0.75,0.66,0.72,0.63,0.44,0.44,0.53,0.5,0.5,0.28,0.31,0.47,0.31,0.28,0.28,0.35,0.25,0.28,0.47,0.44,0.41,0.31,0.28,0.0,0.28,0.16,0.41,0.22,0.28,0.22,0.16,0.47,0.0,0.0,0.25,0.22,0.16,0.0,0.0,0.22,0.021,0
8141,8,0.5,0.53,0.5,0.47,0.5,0.6,0.44,0.47,0.44,0.47,0.44,0.31,0.28,0.41,0.19,0.25,0.28,0.25,0.31,0.28,0.25,0.19,0.69,0.19,0.41,0.35,0.22,0.16,0.19,0.28,0.69,0.06,0.5,0.44,0.5,0.53,0.53,0.25,0.5,0.53,0.28,0.6,0.6,0.28,0.53,0.5,0.53,0.5,0.56,0.41,0.53,0.38,0.53,0.56,0.53,0.44,0.38,0.35,0.66,0.56,0.41,0.47,0.56,0.25,0.6,0.53,0.69,0.53,0.53,0.47,0.22,0.5,0.19,0.28,0.41,0.56,0.5,0.19,0.31,0.06,0.13,0.69,0.69,0.5,0.19,0.22,0.35,0.37,0
8181,8,0.5,0.53,0.5,0.47,0.5,0.6,0.44,0.47,0.44,0.47,0.44,0.31,0.28,0.41,0.19,0.25,0.28,0.25,0.31,0.28,0.25,0.19,0.69,0.19,0.41,0.35,0.22,0.16,0.19,0.28,0.69,0.06,0.5,0.44,0.5,0.53,0.53,0.25,0.5,0.53,0.28,0.6,0.6,0.28,0.53,0.5,0.53,0.5,0.56,0.41,0.53,0.38,0.53,0.56,0.53,0.44,0.38,0.35,0.66,0.56,0.41,0.47,0.56,0.25,0.6,0.53,0.69,0.53,0.53,0.47,0.22,0.5,0.19,0.28,0.41,0.56,0.5,0.19,0.31,0.06,0.13,0.69,0.69,0.5,0.19,0.22,0.35,0.9,1
8121,8,0.47,0.5,0.47,0.44,0.53,0.53,0.47,0.5,0.5,0.53,0.41,0.31,0.31,0.41,0.19,0.35,0.31,0.31,0.35,0.35,0.19,0.22,0.63,0.22,0.41,0.41,0.28,0.19,0.19,0.38,0.6,0.13,0.53,0.44,0.5,0.47,0.5,0.25,0.5,0.47,0.31,0.6,0.6,0.25,0.5,0.5,0.5,0.47,0.53,0.28,0.47,0.38,0.5,0.5,0.56,0.53,0.41,0.35,0.53,0.5,0.41,0.47,0.5,0.35,0.66,0.66,0.5,0.5,0.53,0.5,0.19,0.35,0.25,0.38,0.41,0.69,0.47,0.13,0.28,0.19,0.25,0.6,0.66,0.47,0.22,0.22,0.35,0.83,1
8142,8,0.47,0.5,0.47,0.44,0.53,0.53,0.47,0.5,0.5,0.53,0.41,0.31,0.31,0.41,0.19,0.35,0.31,0.31,0.35,0.35,0.19,0.22,0.63,0.22,0.41,0.41,0.28,0.19,0.19,0.38,0.6,0.13,0.53,0.44,0.5,0.47,0.5,0.25,0.5,0.47,0.31,0.6,0.6,0.25,0.5,0.5,0.5,0.47,0.53,0.28,0.47,0.38,0.5,0.5,0.56,0.53,0.41,0.35,0.53,0.5,0.41,0.47,0.5,0.35,0.66,0.66,0.5,0.5,0.53,0.5,0.19,0.35,0.25,0.38,0.41,0.69,0.47,0.13,0.28,0.19,0.25,0.6,0.66,0.47,0.22,0.22,0.35,0.83,1
6210,6,0.25,0.41,0.47,0.31,0.56,0.56,0.38,0.41,0.38,0.5,0.22,0.25,0.1,0.35,0.25,0.31,0.25,0.28,0.03,0.25,0.28,0.19,0.56,0.0,0.47,0.41,0.0,0.22,0.22,0.35,0.6,0.0,0.41,0.44,0.44,0.5,0.5,0.22,0.47,0.28,0.28,0.6,0.53,0.28,0.47,0.44,0.47,0.44,0.53,0.25,0.5,0.38,0.53,0.56,0.6,0.56,0.6,0.35,0.63,0.6,0.5,0.56,0.44,0.5,0.63,0.69,0.5,0.6,0.63,0.56,0.25,0.56,0.28,0.38,0.44,0.66,0.6,0.19,0.31,0.25,0.41,0.53,0.78,0.53,0.35,0.47,0.63,0.76,1
2132,2,0.75,0.78,0.85,0.72,0.69,0.6,0.6,0.69,0.69,0.72,0.72,0.72,0.69,0.69,0.53,0.63,0.47,0.66,0.66,0.66,0.38,0.44,0.31,0.22,0.0,0.06,0.0,0.41,0.38,0.5,0.31,0.16,0.22,0.0,0.1,0.88,0.78,0.53,0.78,0.78,0.69,0.5,0.72,0.63,0.5,0.69,0.75,0.75,0.75,0.75,0.66,0.5,0.5,0.47,0.25,0.5,0.16,0.5,0.28,0.31,0.19,0.16,0.25,0.13,0.25,0.28,0.47,0.19,0.19,0.25,0.19,0.25,0.13,0.5,0.19,0.31,0.28,0.03,0.5,0.19,0.19,0.22,0.22,0.22,0.19,0.25,0.06,0.0075,0
9214,9,0.44,0.5,0.47,0.44,0.44,0.44,0.44,0.35,0.38,0.35,0.44,0.31,0.38,0.41,0.28,0.38,0.35,0.35,0.38,0.35,0.13,0.06,0.5,0.13,0.41,0.35,0.16,0.22,0.25,0.28,0.44,0.16,0.41,0.44,0.41,0.56,0.53,0.28,0.5,0.41,0.41,0.63,0.5,0.41,0.44,0.5,0.5,0.47,0.44,0.47,0.47,0.38,0.44,0.53,0.75,0.41,0.53,0.35,0.72,0.31,0.63,0.69,0.66,0.5,0.69,0.69,0.35,0.63,0.66,0.35,0.25,0.31,0.6,0.28,0.38,0.72,0.38,0.41,0.31,0.19,0.28,0.63,0.56,0.44,0.22,0.41,0.35,0.95,1
9216,9,0.5,0.5,0.53,0.41,0.6,0.56,0.47,0.5,0.5,0.53,0.41,0.35,0.28,0.47,0.28,0.38,0.38,0.35,0.31,0.31,0.1,0.22,0.53,0.1,0.44,0.47,0.0,0.19,0.25,0.28,0.53,0.0,0.47,0.44,0.5,0.5,0.6,0.28,0.53,0.5,0.41,0.56,0.69,0.38,0.5,0.5,0.6,0.53,0.53,0.41,0.5,0.41,0.44,0.53,0.56,0.5,0.47,0.35,0.6,0.38,0.35,0.44,0.53,0.28,0.53,0.53,0.47,0.41,0.53,0.41,0.25,0.38,0.22,0.28,0.31,0.66,0.47,0.13,0.28,0.22,0.28,0.41,0.44,0.44,0.22,0.38,0.25,0.83,1
7119,7,0.38,0.5,0.5,0.41,0.5,0.5,0.5,0.41,0.5,0.47,0.25,0.31,0.31,0.31,0.25,0.25,0.31,0.31,0.28,0.25,0.19,0.03,0.47,0.13,0.28,0.41,0.03,0.19,0.25,0.31,0.47,0.0,0.41,0.25,0.25,0.5,0.5,0.25,0.41,0.31,0.22,0.53,0.5,0.25,0.44,0.5,0.5,0.44,0.53,0.28,0.41,0.28,0.47,0.44,0.69,0.35,0.47,0.25,0.56,0.31,0.53,0.5,0.56,0.35,0.69,0.66,0.38,0.53,0.6,0.25,0.28,0.28,0.31,0.28,0.35,0.53,0.5,0.13,0.25,0.19,0.25,0.41,0.5,0.44,0.22,0.31,0.44,0.18,0
4415,4,0.69,0.5,0.53,0.5,0.5,0.5,0.5,0.41,0.44,0.44,0.5,0.25,0.28,0.44,0.35,0.31,0.28,0.5,0.28,0.28,0.22,0.0,0.13,0.13,0.0,0.03,0.0,0.13,0.25,0.25,0.22,0.13,0.25,0.0,0.06,0.66,0.72,0.38,0.5,0.75,0.47,0.75,0.5,0.44,0.5,0.5,0.5,0.5,0.78,0.63,0.75,0.35,0.28,0.41,0.28,0.5,0.25,0.31,0.41,0.13,0.16,0.25,0.47,0.25,0.41,0.28,0.63,0.25,0.28,0.25,0.0,0.13,0.0,0.28,0.25,0.22,0.22,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.97,1
1211,1,0.75,0.75,0.75,0.66,0.75,0.69,0.66,0.66,0.66,0.66,0.69,0.47,0.5,0.63,0.53,0.6,0.66,0.66,0.5,0.5,0.19,0.06,0.22,0.16,0.0,0.06,0.0,0.53,0.35,0.63,0.03,0.22,0.22,0.0,0.06,0.78,0.78,0.38,0.75,0.78,0.47,0.69,0.72,0.6,0.44,0.69,0.75,0.72,0.69,0.72,0.53,0.31,0.28,0.31,0.22,0.56,0.0,0.5,0.19,0.25,0.0,0.0,0.19,0.0,0.19,0.0,0.47,0.03,0.0,0.1,0.0,0.13,0.0,0.63,0.25,0.06,0.13,0.0,0.63,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.069,0
1346,1,0.75,0.75,0.75,0.66,0.75,0.69,0.66,0.66,0.66,0.66,0.69,0.47,0.5,0.63,0.53,0.6,0.66,0.66,0.5,0.5,0.19,0.06,0.22,0.16,0.0,0.06,0.0,0.53,0.35,0.63,0.03,0.22,0.22,0.0,0.06,0.78,0.78,0.38,0.75,0.78,0.47,0.69,0.72,0.6,0.44,0.69,0.75,0.72,0.69,0.72,0.53,0.31,0.28,0.31,0.22,0.56,0.0,0.5,0.19,0.25,0.0,0.0,0.19,0.0,0.19,0.0,0.47,0.03,0.0,0.1,0.0,0.13,0.0,0.63,0.25,0.06,0.13,0.0,0.63,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.069,0
5411,5,0.53,0.63,0.63,0.6,0.72,0.63,0.53,0.56,0.66,0.66,0.47,0.5,0.47,0.63,0.41,0.47,0.35,0.66,0.47,0.47,0.1,0.25,0.56,0.19,0.47,0.47,0.1,0.19,0.28,0.41,0.56,0.13,0.47,0.31,0.41,0.69,0.72,0.47,0.66,0.6,0.41,0.66,0.78,0.47,0.53,0.63,0.69,0.66,0.63,0.5,0.53,0.44,0.56,0.69,0.63,0.63,0.53,0.53,0.69,0.6,0.63,0.6,0.5,0.5,0.63,0.66,0.6,0.66,0.69,0.53,0.41,0.47,0.53,0.41,0.38,0.66,0.53,0.28,0.41,0.35,0.41,0.47,0.63,0.5,0.38,0.56,0.47,0.0036,0
7544,7,0.53,0.69,0.72,0.56,0.69,0.75,0.75,0.53,0.69,0.56,0.5,0.56,0.53,0.53,0.47,0.53,0.72,0.53,0.47,0.47,0.28,0.16,0.5,0.22,0.31,0.31,0.1,0.31,0.47,0.47,0.5,0.16,0.53,0.28,0.31,0.72,0.75,0.35,0.56,0.56,0.47,0.6,0.69,0.5,0.5,0.56,0.53,0.53,0.53,0.53,0.47,0.53,0.56,0.53,0.47,0.53,0.31,0.31,0.53,0.47,0.28,0.35,0.5,0.25,0.5,0.5,0.53,0.31,0.5,0.47,0.25,0.35,0.22,0.41,0.25,0.5,0.41,0.16,0.35,0.28,0.25,0.35,0.35,0.28,0.25,0.25,0.16,0.57,1
6222,6,0.63,0.66,0.6,0.6,0.69,0.66,0.63,0.56,0.69,0.56,0.53,0.6,0.56,0.5,0.5,0.5,0.63,0.41,0.5,0.5,0.13,0.31,0.6,0.22,0.38,0.38,0.03,0.44,0.44,0.47,0.5,0.13,0.53,0.31,0.44,0.69,0.72,0.38,0.63,0.53,0.41,0.63,0.72,0.5,0.44,0.63,0.6,0.6,0.6,0.53,0.6,0.47,0.5,0.6,0.47,0.5,0.41,0.44,0.53,0.38,0.38,0.44,0.44,0.28,0.5,0.47,0.5,0.41,0.44,0.44,0.28,0.38,0.35,0.41,0.38,0.5,0.47,0.16,0.41,0.22,0.28,0.41,0.41,0.41,0.25,0.38,0.1,0.83,1
6223,6,0.63,0.66,0.6,0.6,0.69,0.66,0.63,0.56,0.69,0.56,0.53,0.6,0.56,0.5,0.5,0.5,0.63,0.41,0.5,0.5,0.13,0.31,0.6,0.22,0.38,0.38,0.03,0.44,0.44,0.47,0.5,0.13,0.53,0.31,0.44,0.69,0.72,0.38,0.63,0.53,0.41,0.63,0.72,0.5,0.44,0.63,0.6,0.6,0.6,0.53,0.6,0.47,0.5,0.6,0.47,0.5,0.41,0.44,0.53,0.38,0.38,0.44,0.44,0.28,0.5,0.47,0.5,0.41,0.44,0.44,0.28,0.38,0.35,0.41,0.38,0.5,0.47,0.16,0.41,0.22,0.28,0.41,0.41,0.41,0.25,0.38,0.1,0.83,1
6224,6,0.63,0.66,0.6,0.6,0.69,0.66,0.63,0.56,0.69,0.56,0.53,0.6,0.56,0.5,0.5,0.5,0.63,0.41,0.5,0.5,0.13,0.31,0.6,0.22,0.38,0.38,0.03,0.44,0.44,0.47,0.5,0.13,0.53,0.31,0.44,0.69,0.72,0.38,0.63,0.53,0.41,0.63,0.72,0.5,0.44,0.63,0.6,0.6,0.6,0.53,0.6,0.47,0.5,0.6,0.47,0.5,0.41,0.44,0.53,0.38,0.38,0.44,0.44,0.28,0.5,0.47,0.5,0.41,0.44,0.44,0.28,0.38,0.35,0.41,0.38,0.5,0.47,0.16,0.41,0.22,0.28,0.41,0.41,0.41,0.25,0.38,0.1,0.77,1
3123,3,0.6,0.69,0.69,0.53,0.66,0.6,0.6,0.53,0.72,0.56,0.5,0.5,0.53,0.5,0.5,0.5,0.66,0.47,0.47,0.47,0.38,0.16,0.47,0.13,0.25,0.47,0.0,0.25,0.28,0.44,0.47,0.06,0.5,0.25,0.28,0.69,0.75,0.28,0.56,0.56,0.47,0.66,0.69,0.5,0.53,0.53,0.6,0.56,0.66,0.53,0.5,0.5,0.5,0.53,0.38,0.47,0.22,0.28,0.47,0.44,0.25,0.28,0.5,0.25,0.53,0.47,0.5,0.28,0.31,0.44,0.25,0.41,0.19,0.47,0.22,0.5,0.35,0.03,0.5,0.19,0.28,0.25,0.31,0.25,0.22,0.31,0.19,0.17,0
7127,7,0.66,0.69,0.66,0.53,0.69,0.75,0.69,0.53,0.69,0.69,0.5,0.5,0.53,0.56,0.5,0.5,0.72,0.5,0.56,0.53,0.38,0.19,0.6,0.22,0.47,0.44,0.19,0.47,0.47,0.47,0.5,0.22,0.66,0.47,0.53,0.75,0.75,0.47,0.69,0.75,0.44,0.72,0.69,0.5,0.56,0.69,0.72,0.72,0.69,0.53,0.53,0.44,0.53,0.56,0.47,0.56,0.25,0.47,0.5,0.5,0.25,0.28,0.5,0.25,0.5,0.47,0.53,0.25,0.31,0.44,0.25,0.5,0.1,0.5,0.28,0.5,0.47,0.0,0.47,0.25,0.25,0.31,0.44,0.28,0.38,0.22,0.19,0.003,0
7233,7,0.66,0.69,0.66,0.53,0.69,0.75,0.69,0.53,0.69,0.69,0.5,0.5,0.53,0.56,0.5,0.5,0.72,0.5,0.56,0.53,0.38,0.19,0.6,0.22,0.47,0.44,0.19,0.47,0.47,0.47,0.5,0.22,0.66,0.47,0.53,0.75,0.75,0.47,0.69,0.75,0.44,0.72,0.69,0.5,0.56,0.69,0.72,0.72,0.69,0.53,0.53,0.44,0.53,0.56,0.47,0.56,0.25,0.47,0.5,0.5,0.25,0.28,0.5,0.25,0.5,0.47,0.53,0.25,0.31,0.44,0.25,0.5,0.1,0.5,0.28,0.5,0.47,0.0,0.47,0.25,0.25,0.31,0.44,0.28,0.38,0.22,0.19,0.003,0
7234,7,0.66,0.69,0.66,0.53,0.69,0.75,0.69,0.53,0.69,0.69,0.5,0.5,0.53,0.56,0.5,0.5,0.72,0.5,0.56,0.53,0.38,0.19,0.6,0.22,0.47,0.44,0.19,0.47,0.47,0.47,0.5,0.22,0.66,0.47,0.53,0.75,0.75,0.47,0.69,0.75,0.44,0.72,0.69,0.5,0.56,0.69,0.72,0.72,0.69,0.53,0.53,0.44,0.53,0.56,0.47,0.56,0.25,0.47,0.5,0.5,0.25,0.28,0.5,0.25,0.5,0.47,0.53,0.25,0.31,0.44,0.25,0.5,0.1,0.5,0.28,0.5,0.47,0.0,0.47,0.25,0.25,0.31,0.44,0.28,0.38,0.22,0.19,0.003,0
7311,7,0.66,0.69,0.66,0.53,0.69,0.75,0.69,0.53,0.69,0.69,0.5,0.5,0.53,0.56,0.5,0.5,0.72,0.5,0.56,0.53,0.38,0.19,0.6,0.22,0.47,0.44,0.19,0.47,0.47,0.47,0.5,0.22,0.66,0.47,0.53,0.75,0.75,0.47,0.69,0.75,0.44,0.72,0.69,0.5,0.56,0.69,0.72,0.72,0.69,0.53,0.53,0.44,0.53,0.56,0.47,0.56,0.25,0.47,0.5,0.5,0.25,0.28,0.5,0.25,0.5,0.47,0.53,0.25,0.31,0.44,0.25,0.5,0.1,0.5,0.28,0.5,0.47,0.0,0.47,0.25,0.25,0.31,0.44,0.28,0.38,0.22,0.19,0.003,0
